시설명,시설유형,소재지도로명주소,소재지지번주소,위도,경도,영업상태명,전화번호,건립일자,건물면적,관리기관명,데이터기준일자,제공기관코드,제공기관명
망북경로당,경로당,전라남도 순천시 망북1길 60,전라남도 순천시 용당동 32,34.97918923,127.5035484,영업,,1995-01-12,76,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
삼산경로당,경로당,전라남도 순천시 삼산3길 16,전라남도 순천시 석현동 142-17,34.97014541,127.487007,영업,,2008-08-29,88,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
석현경로당,경로당,전라남도 순천시 석현안길 18-13,전라남도 순천시 석현동 255,34.97158203,127.4774734,영업,,1989-01-01,74,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
석현주공아파트,경로당,전라남도 순천시 환선로 132,전라남도 순천시 석현동 7,34.96844938,127.4879049,영업,,2008-01-01,65,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
신기경로당,경로당,전라남도 순천시 망산1길 29,전라남도 순천시 가곡동 998,34.97454333,127.4832356,영업,,1997-02-05,98,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
업동경로당,경로당,전라남도 순천시 업동1길 11,전라남도 순천시 용당동 379-2,34.97184873,127.4941498,영업,,1992-09-03,47,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
오리정경로당,경로당,전라남도 순천시 삼산로 6-1,전라남도 순천시 석현동 211-1,34.97056074,127.4841514,영업,,1989-05-31,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
용당동아아파트경로당,경로당,전라남도 순천시 삼산로 81,전라남도 순천시 용당동 618-2,34.9735924,127.4919626,영업,,1991-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
용당삼성아파트경로당,경로당,전라남도 순천시 삼산로 135-6,전라남도 순천시 용당동 219,34.97699549,127.497484,영업,,1993-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
용당현대아파트경로당,경로당,전라남도 순천시 삼산로 103-13,전라남도 순천시 용당동 191-1,34.97415871,127.493635,영업,,1991-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
원가곡경로당,경로당,전라남도 순천시 원가곡길 48,전라남도 순천시 가곡동 112-5,34.98573196,127.4829092,영업,,2003-09-29,91,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
원용당경로당,경로당,전라남도 순천시 원용당2길 5,전라남도 순천시 용당동 743-17,34.97609517,127.4853535,영업,,1998-09-28,79,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
향림골경로당,경로당,전라남도 순천시 조비길 135,전라남도 순천시 석현동 594,34.97739742,127.4671653,영업,,2018-08-30,94,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
중흥파크맨션경로당,경로당,전라남도 순천시 석현북길 7,전라남도 순천시 석현동 849-7,34.97346933,127.4765795,영업,,1996-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
향림현대2차아파트경로당,경로당,전라남도 순천시 석현길 57,전라남도 순천시 석현동 525,34.97356991,127.4753866,영업,,1993-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
향림현대아파트경로당,경로당,전라남도 순천시 석현길 70,전라남도 순천시 석현동 896,34.97469575,127.4751496,영업,,1991-01-01,60,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
피오레경로당,경로당,전라남도 순천시 삼산로 92-50,전라남도 순천시 용당동 748,34.97010979,127.4942841,영업,,2012-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
덕진순천의봄아파트경로당,경로당,전라남도 순천시 용당삼산로 63,전라남도 순천시 용당동 산 103-9,34.97827602,127.4865093,영업,,2019-01-25,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
관사경로당,경로당,전라남도 순천시 자경1길 44-13,전라남도 순천시 조곡동 39-83,34.95265465,127.5005265,영업,,1982-01-01,69,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
금강메트로빌경로당,경로당,전라남도 순천시 둑실5길 25,전라남도 순천시 조곡동 722-4,34.95870029,127.496727,영업,,2002-01-01,132,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
순천철우경로당,경로당,전라남도 순천시 자경1길 10-81,전라남도 순천시 조곡동 82-165,34.9499325,127.5004354,영업,,1987-01-10,53,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
역전경로당,경로당,전라남도 순천시 역전2길 30,전라남도 순천시 조곡동 151-50,34.94772437,127.4978312,영업,,2003-09-05,74,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
원조곡여자 경로당,경로당,전라남도 순천시 봉화로 33,전라남도 순천시 조곡동 501-7,34.95609696,127.4938235,영업,,2002-09-16,78,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
남산3동경로당,경로당,대구광역시 중구 남산로6안길 27-57(남산동),,35.85836221,128.5864654,영업,053-254-0533,1989-05-30,248.22,대구광역시 중구청,2023-07-05,3410000,대구광역시 중구
신월경로당,경로당,전라남도 순천시 월등면 신월2길 26,전라남도 순천시 월등면 신월리 290-1,35.08833959,127.3631897,영업,,2000-01-13,78,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
외동경로당,경로당,전라남도 순천시 월등면 외동길 34,전라남도 순천시 월등면 계월리 539,35.06601494,127.4048361,영업,,1997-11-25,66,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
운곡경로당,경로당,전라남도 순천시 월등면 월용운곡길 56,전라남도 순천시 월등면 월용리 473-1,35.10370017,127.4018957,영업,,1997-11-25,77,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
운월경로당,경로당,전라남도 순천시 월등면 병운길 30,전라남도 순천시 월등면 운월리 128-1,35.08164794,127.3602623,영업,,1997-11-25,54,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
월곡경로당,경로당,전라남도 순천시 월등면 월곡길 59,전라남도 순천시 월등면 운월리 77-1,35.08383659,127.3572624,영업,,2003-09-20,70,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
월등중앙경로당,경로당,전라남도 순천시 월등면 월평1길 109,전라남도 순천시 월등면 대평리 272-4,35.09200045,127.3809719,영업,,1953-01-01,526,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
월평경로당,경로당,전라남도 순천시 월등면 월평1길 3,전라남도 순천시 월등면 대평리 422-12,35.09012423,127.3787954,영업,,2003-12-22,90,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
유평경로당,경로당,전라남도 순천시 월등면 유평길 24,전라남도 순천시 월등면 신월리 83-1,35.08756895,127.3685877,영업,,2005-08-29,98,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
율지경로당,경로당,전라남도 순천시 월등면 율지2길 12,전라남도 순천시 월등면 신월리 177-4,35.08707933,127.3643228,영업,,2007-03-19,83,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
이문경로당,경로당,전라남도 순천시 월등면 이문길 8,전라남도 순천시 월등면 계월리 448,35.06065004,127.4034754,영업,,2006-09-27,83,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
장선경로당,경로당,전라남도 순천시 월등면 장선길 92,전라남도 순천시 월등면 농선리 470-1,35.10379463,127.4116509,영업,,1978-01-01,87,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
장척경로당,경로당,전라남도 순천시 월등면 장척길 100,전라남도 순천시 월등면 월용리 88-1,35.11062619,127.3970908,영업,,2003-10-28,73,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
화정경로당,경로당,전라남도 순천시 월등면 갈평화정길 21,전라남도 순천시 월등면 갈평리 380-2,35.08652603,127.3729635,영업,,1997-11-25,68,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
화지경로당,경로당,전라남도 순천시 월등면 화지길 34,전라남도 순천시 월등면 대평리 194-6,35.09640054,127.380396,영업,,2004-01-01,96,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
금곡남자경로당,경로당,전라남도 순천시 공마당1길 15,전라남도 순천시 금곡동 181-4,34.95460315,127.4780651,영업,,1997-11-13,47,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
금곡여자경로당,경로당,전라남도 순천시 공마당1길 15,전라남도 순천시 금곡동 181-4,34.95460315,127.4780651,영업,,1997-11-13,47,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
노두경로당,경로당,전라남도 순천시 용수동길 153-17,전라남도 순천시 와룡동 198-3,34.95813574,127.4575176,영업,,2008-01-23,90,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
노변경로당,경로당,전라남도 순천시 용수동길 486-7,전라남도 순천시 삼거동 12,34.97569536,127.4390952,영업,,2006-06-07,79,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
범죽경로당,경로당,전라남도 순천시 범죽길 120,전라남도 순천시 와룡동 257-1,34.96139313,127.4554591,영업,,2004-02-09,67,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
삼거경로당,경로당,전라남도 순천시 삼거길 64,전라남도 순천시 삼거동 262-1,34.98934215,127.4325556,영업,,1998-08-11,80,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
순천경로당,경로당,전라남도 순천시 옥천길 56,전라남도 순천시 영동 103,34.9536909,127.4815927,영업,,2001-07-26,102,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
옥천남자경로당,경로당,전라남도 순천시 옥천길 121,전라남도 순천시 옥천동 153,34.95222722,127.4777394,영업,,1998-08-11,47,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
옥천여자경로당,경로당,전라남도 순천시 옥천길 121,전라남도 순천시 옥천동 153,34.95222722,127.4777394,영업,,1998-08-11,47,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
옥천현대여자경로당,경로당,전라남도 순천시 옥천1길 3,전라남도 순천시 옥천동 231-1,34.95175581,127.4766122,영업,,1990-01-01,48,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
정수경로당,경로당,전라남도 순천시 옥천길 352,전라남도 순천시 옥천동 345-1,34.95139362,127.4696977,영업,,2015-08-28,56,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
행금경로당,경로당,전라남도 순천시 행금길 33,전라남도 순천시 금곡동 101-2,34.95562758,127.4803921,영업,,2005-12-07,82,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
행동경로당,경로당,전라남도 순천시 행금길 23-11,전라남도 순천시 행동 97-1,34.95512562,127.4815922,영업,,1987-07-24,88,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
향동부인경로당,경로당,전라남도 순천시 향교길 43,전라남도 순천시 금곡동 188-29,34.95418355,127.4803052,영업,,2010-12-30,78,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
청수정경로당,경로당,전라남도 순천시 공마당길 47,전라남도 순천시 금곡동 114-4,34.95562409,127.478902,영업,,2017-11-25,163,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
매곡2단지아파트경로당,경로당,전라남도 순천시 북정3길 28,전라남도 순천시 매곡동 409-3,34.96624041,127.4814822,영업,,2007-01-01,83,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
매곡경로당,경로당,전라남도 순천시 매곡길 224,전라남도 순천시 매곡동 96-20,34.95992676,127.4824235,영업,,2006-05-19,75,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
매산등경로당,경로당,전라남도 순천시 매산길 104,전라남도 순천시 매곡동 179-55,34.961225,127.4800632,영업,,2004-07-16,48,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
내사양회관,마을회관및경로당,전라북도 진안군 진안읍 내사양길 34,전라북도 진안군 진안읍 단양리 439-1,35.7709796,127.4178249,영업,,1991-04-01,115,전라북도 진안군청,2023-06-30,4730000,전라북도 진안군
이편한세상남산경로당,경로당,대구광역시 중구 달구벌대로 2020(남산동),,35.86518549,128.584567,영업,053-719-2696,2023-01-20,94.24,대구광역시 중구청,2023-07-05,3410000,대구광역시 중구
신기경로당,경로당,전라남도 순천시 황전면 신기길 3,전라남도 순천시 황전면 회룡리 345-1,35.11008771,127.5037381,영업,,1998-04-18,78,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
신촌경로당,경로당,전라남도 순천시 황전면 수평신촌길 75,전라남도 순천시 황전면 수평리 196-7,35.10364046,127.437127,영업,,1997-11-04,65,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
외구마을경로당,경로당,전라남도 순천시 황전면 외구길 31,전라남도 순천시 황전면 봉덕리 116,35.12893616,127.4557456,영업,,2003-07-07,87,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
용두경로당,경로당,전라남도 순천시 황전면 선변용두길 28,전라남도 순천시 황전면 선변리 222,35.14756843,127.4591495,영업,,1995-01-02,36,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
용림2경로당,경로당,전라남도 순천시 황전면 섬진강로 232-1,전라남도 순천시 황전면 선변리 847-5,35.16452986,127.4515951,영업,,2013-01-17,45,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
용림경로당,경로당,전라남도 순천시 황전면 잼마당길 29,전라남도 순천시 황전면 선변리 733-2,35.15918614,127.4565695,영업,,1995-01-20,99,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
용서경로당,경로당,전라남도 순천시 황전면 용서길 41,전라남도 순천시 황전면 금평리 458,35.14903179,127.4644432,영업,,1985-09-26,54,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
